id,chapter,end_time,number,page,publication.id,resource.id,start_time,text,uri
f-180d7767-664,,,,,180d7767,HVT-0584,,,https://fortunoff.aviaryplatform.com/r/8s4jm23g82
f-d8887b93-665,,,,,d8887b93,HVT-3721,,,https://fortunoff.aviaryplatform.com/r/j09w08wk9g
f-1f497fdb-666,,,,,1f497fdb,HVT-2540,,,https://fortunoff.aviaryplatform.com/r/vh5cc0v507
f-7cf33b15-667,,,,,7cf33b15,HVT-0045,,,https://fortunoff.aviaryplatform.com/r/696zw18p7m
f-7cf33b15-668,,,,,7cf33b15,HVT-1429,,,https://fortunoff.aviaryplatform.com/r/7p8tb0xt55
f-c7d434b1-669,,,,,c7d434b1,HVT-0045,,,https://fortunoff.aviaryplatform.com/r/696zw18p7m
f-c7d434b1-670,,,,,c7d434b1,HVT-0295,,,https://fortunoff.aviaryplatform.com/r/jd4pk07553
f-6e80def8-671,,,,,6e80def8,HVT-0940,,,https://fortunoff.aviaryplatform.com/r/ht2g73783z
f-6e80def8-672,,,,,6e80def8,HVT-0218,,,https://fortunoff.aviaryplatform.com/r/n872v2ck08
f-1b29fa19-673,,,,,1b29fa19,HVT-2211,,,https://fortunoff.aviaryplatform.com/r/ws8hd7p39b
f-1b29fa19-674,,,,,1b29fa19,HVT-2196,,,https://fortunoff.aviaryplatform.com/r/s46h12vh80
f-9bf2fbe8-675,,,,,9bf2fbe8,HVT-3445,,,https://fortunoff.aviaryplatform.com/r/4j09w0901f
f-3a7bbfef-676,,,,,3a7bbfef,HVT-0052,,,https://fortunoff.aviaryplatform.com/r/2n4zg6g28q
f-3a7bbfef-677,,,,,3a7bbfef,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-3a7bbfef-678,,,,,3a7bbfef,HVT-0251,,,https://fortunoff.aviaryplatform.com/r/1r6n00zq2z
f-3a7bbfef-679,,,,,3a7bbfef,HVT-0777,,,https://fortunoff.aviaryplatform.com/r/v69862bp29
f-3a7bbfef-680,,,,,3a7bbfef,HVT-1477,,,https://fortunoff.aviaryplatform.com/r/348gf0mv7s
f-3a7bbfef-681,,,,,3a7bbfef,HVT-1624,,,https://fortunoff.aviaryplatform.com/r/kp7tm7249x
f-19b380b0-682,,,,,19b380b0,HVT-2189,,,https://fortunoff.aviaryplatform.com/r/7659c6s26h
f-19b380b0-683,,,,,19b380b0,HVT-2198,,,https://fortunoff.aviaryplatform.com/r/x34mk65k5n
f-19b380b0-684,,,,,19b380b0,HVT-2202,,,https://fortunoff.aviaryplatform.com/r/8w3804xn77
f-19b380b0-685,,,,,19b380b0,HVT-2212,,,https://fortunoff.aviaryplatform.com/r/fj29882s43
f-19b380b0-686,,,,,19b380b0,HVT-3504,,,https://fortunoff.aviaryplatform.com/r/6d5p843w4n
f-19b380b0-687,,,,,19b380b0,HVT-3592,,,https://fortunoff.aviaryplatform.com/r/j96057d27q
f-19b380b0-688,,,,,19b380b0,HVT-3580,,,https://fortunoff.aviaryplatform.com/r/rr1pg1hw81
f-974317d3-689,,,,,974317d3,HVT-2639,,,https://fortunoff.aviaryplatform.com/r/x639z90r1z
f-974317d3-690,,,,,974317d3,HVT-0048,,,https://fortunoff.aviaryplatform.com/r/8k74t6f583
f-7707d286-691,,,,,7707d286,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-5b1131c4-692,,,,,5b1131c4,HVT-0641,,,https://fortunoff.aviaryplatform.com/r/x639z90q20
f-69499a4c-693,,,,,69499a4c,HVT-0001,,,https://fortunoff.aviaryplatform.com/r/dn3zs2kd29
f-69499a4c-694,,,,,69499a4c,HVT-1101,,,https://fortunoff.aviaryplatform.com/r/1g0ht2g84f
f-69499a4c-695,,,,,69499a4c,HVT-0050,,,https://fortunoff.aviaryplatform.com/r/5t3fx73x7c
f-69499a4c-696,,,,,69499a4c,HVT-0210,,,https://fortunoff.aviaryplatform.com/r/g44hm52p4m
f-69499a4c-697,,,,,69499a4c,HVT-0260,,,https://fortunoff.aviaryplatform.com/r/0g3gx44r11
f-69499a4c-698,,,,,69499a4c,HVT-0318,,,https://fortunoff.aviaryplatform.com/r/5m6251fn3p
f-69499a4c-699,,,,,69499a4c,HVT-0970,,,https://fortunoff.aviaryplatform.com/r/4m91834424
f-69499a4c-700,,,,,69499a4c,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-69499a4c-701,,,,,69499a4c,HVT-0976,,,https://fortunoff.aviaryplatform.com/r/b27pn8xg1k
f-69499a4c-702,,,,,69499a4c,HVT-1125,,,https://fortunoff.aviaryplatform.com/r/n58cf9jf0w
f-69499a4c-703,,,,,69499a4c,HVT-1185,,,https://fortunoff.aviaryplatform.com/r/h98z892h3m
f-69499a4c-704,,,,,69499a4c,HVT-1394,,,https://fortunoff.aviaryplatform.com/r/mg7fq9qc3m
f-69499a4c-705,,,,,69499a4c,HVT-1855,,,https://fortunoff.aviaryplatform.com/r/fx73t9dc7j
f-69499a4c-706,,,,,69499a4c,HVT-1879,,,https://fortunoff.aviaryplatform.com/r/1v5bc3sv9d
f-69499a4c-707,,,,,69499a4c,HVT-2680,,,https://fortunoff.aviaryplatform.com/r/2v2c824d6f
f-69499a4c-708,,,,,69499a4c,HVT-3131,,,https://fortunoff.aviaryplatform.com/r/ks6j09wb44
f-69499a4c-709,,,,,69499a4c,HVT-3132,,,https://fortunoff.aviaryplatform.com/r/kk9474712v
f-1f0b33be-710,,,,,1f0b33be,HVT-0173,,,https://fortunoff.aviaryplatform.com/r/k93125qj0h
f-1f0b33be-711,,,,,1f0b33be,HVT-0318,,,https://fortunoff.aviaryplatform.com/r/5m6251fn3p
f-1f0b33be-712,,,,,1f0b33be,HVT-0933,,,https://fortunoff.aviaryplatform.com/r/9z9086399s
f-9ab419ca-713,,,,,9ab419ca,HVT-0002,,,https://fortunoff.aviaryplatform.com/r/nv9959cg41
f-9ab419ca-714,,,,,9ab419ca,HVT-0001,,,https://fortunoff.aviaryplatform.com/r/dn3zs2kd29
f-9ab419ca-715,,,,,9ab419ca,HVT-1154,,,https://fortunoff.aviaryplatform.com/r/jw86h4cx99
f-9ab419ca-716,,,,,9ab419ca,HVT-0173,,,https://fortunoff.aviaryplatform.com/r/k93125qj0h
f-9ab419ca-717,,,,,9ab419ca,HVT-1394,,,https://fortunoff.aviaryplatform.com/r/mg7fq9qc3m
f-9ab419ca-718,,,,,9ab419ca,HVT-0036,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j87
f-9ab419ca-719,,,,,9ab419ca,HVT-0071,,,https://fortunoff.aviaryplatform.com/r/4b2x34mn6j
f-9ab419ca-720,,,,,9ab419ca,HVT-0970,,,https://fortunoff.aviaryplatform.com/r/4m91834424
f-9ab419ca-721,,,,,9ab419ca,HVT-0971,,,https://fortunoff.aviaryplatform.com/r/fn10p0wx48
f-9ab419ca-722,,,,,9ab419ca,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-9ab419ca-723,,,,,9ab419ca,HVT-0978,,,https://fortunoff.aviaryplatform.com/r/930ns0kx9f
f-9ab419ca-724,,,,,9ab419ca,HVT-1125,,,https://fortunoff.aviaryplatform.com/r/n58cf9jf0w
f-9ab419ca-725,,,,,9ab419ca,HVT-3132,,,https://fortunoff.aviaryplatform.com/r/kk9474712v
f-9ab419ca-726,,,,,9ab419ca,HVT-2293,,,https://fortunoff.aviaryplatform.com/r/v40js9hj90
f-9ab419ca-727,,,,,9ab419ca,HVT-3131,,,https://fortunoff.aviaryplatform.com/r/ks6j09wb44
f-9ab419ca-728,,,,,9ab419ca,HVT-0260,,,https://fortunoff.aviaryplatform.com/r/0g3gx44r11
f-9ab419ca-729,,,,,9ab419ca,HVT-0318,,,https://fortunoff.aviaryplatform.com/r/5m6251fn3p
f-9ab419ca-730,,,,,9ab419ca,HVT-1855,,,https://fortunoff.aviaryplatform.com/r/fx73t9dc7j
f-9ab419ca-731,,,,,9ab419ca,HVT-1879,,,https://fortunoff.aviaryplatform.com/r/1v5bc3sv9d
f-9ab419ca-732,,,,,9ab419ca,HVT-1101,,,https://fortunoff.aviaryplatform.com/r/1g0ht2g84f
f-9ab419ca-733,,,,,9ab419ca,HVT-0005,,,https://fortunoff.aviaryplatform.com/r/9g5gb1xj4t
f-9ab419ca-734,,,,,9ab419ca,HVT-0976,,,https://fortunoff.aviaryplatform.com/r/b27pn8xg1k
f-9ab419ca-735,,,,,9ab419ca,HVT-0050,,,https://fortunoff.aviaryplatform.com/r/5t3fx73x7c
f-9ab419ca-736,,,,,9ab419ca,HVT-0100,,,https://fortunoff.aviaryplatform.com/r/r20rr1pt39
f-9ab419ca-737,,,,,9ab419ca,HVT-0044,,,https://fortunoff.aviaryplatform.com/r/td9n29pf9m
f-9ab419ca-738,,,,,9ab419ca,HVT-0158,,,https://fortunoff.aviaryplatform.com/r/dn3zs2kd3m
f-9ab419ca-739,,,,,9ab419ca,HVT-0210,,,https://fortunoff.aviaryplatform.com/r/g44hm52p4m
f-9ab419ca-740,,,,,9ab419ca,HVT-0363,,,https://fortunoff.aviaryplatform.com/r/h12v40k24t
f-9ab419ca-741,,,,,9ab419ca,HVT-0623,,,https://fortunoff.aviaryplatform.com/r/pz51g0j49f
f-9ab419ca-742,,,,,9ab419ca,HVT-0628,,,https://fortunoff.aviaryplatform.com/r/9882j6879m
f-9ab419ca-743,,,,,9ab419ca,HVT-0641,,,https://fortunoff.aviaryplatform.com/r/x639z90q20
f-9ab419ca-744,,,,,9ab419ca,HVT-0869,,,https://fortunoff.aviaryplatform.com/r/5q4rj48s5g
f-9ab419ca-745,,,,,9ab419ca,HVT-1154,,,https://fortunoff.aviaryplatform.com/r/jw86h4cx99
f-9ab419ca-746,,,,,9ab419ca,HVT-1185,,,https://fortunoff.aviaryplatform.com/r/h98z892h3m
f-9ab419ca-747,,,,,9ab419ca,HVT-2678,,,https://fortunoff.aviaryplatform.com/r/v97zk55v1f
f-9ab419ca-748,,,,,9ab419ca,HVT-2680,,,https://fortunoff.aviaryplatform.com/r/2v2c824d6f
f-9ab419ca-749,,,,,9ab419ca,HVT-1394,,,https://fortunoff.aviaryplatform.com/r/mg7fq9qc3m
f-9ab419ca-750,,,,,9ab419ca,HVT-2068,,,https://fortunoff.aviaryplatform.com/r/4x54f1mk81
f-9b145f34-751,,,,,9b145f34,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-9b145f34-752,,,,,9b145f34,HVT-0210,,,https://fortunoff.aviaryplatform.com/r/g44hm52p4m
f-9b145f34-753,,,,,9b145f34,HVT-0869,,,https://fortunoff.aviaryplatform.com/r/5q4rj48s5g
f-9b145f34-754,,,,,9b145f34,HVT-0978,,,https://fortunoff.aviaryplatform.com/r/930ns0kx9f
f-9b145f34-755,,,,,9b145f34,HVT-1101,,,https://fortunoff.aviaryplatform.com/r/1g0ht2g84f
f-9b145f34-756,,,,,9b145f34,HVT-1154,,,https://fortunoff.aviaryplatform.com/r/jw86h4cx99
f-9b145f34-757,,,,,9b145f34,HVT-1533,,,https://fortunoff.aviaryplatform.com/r/rj48p5vk4t
f-9b145f34-758,,,,,9b145f34,HVT-1394,,,https://fortunoff.aviaryplatform.com/r/mg7fq9qc3m
f-9b145f34-759,,,,,9b145f34,HVT-2045,,,https://fortunoff.aviaryplatform.com/r/222r49g57x
f-061f7cc4-760,,,,,061f7cc4,HVT-0003,,,https://fortunoff.aviaryplatform.com/r/pn8x921p64
f-061f7cc4-761,,,,,061f7cc4,HVT-0001,,,https://fortunoff.aviaryplatform.com/r/dn3zs2kd29
f-061f7cc4-762,,,,,061f7cc4,HVT-1154,,,https://fortunoff.aviaryplatform.com/r/jw86h4cx99
f-061f7cc4-763,,,,,061f7cc4,HVT-0173,,,https://fortunoff.aviaryplatform.com/r/k93125qj0h
f-061f7cc4-764,,,,,061f7cc4,HVT-1315,,,https://fortunoff.aviaryplatform.com/r/r49g44j01k
f-061f7cc4-765,,,,,061f7cc4,HVT-0036,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j87
f-061f7cc4-766,,,,,061f7cc4,HVT-0072,,,https://fortunoff.aviaryplatform.com/r/7w6736m414
f-061f7cc4-767,,,,,061f7cc4,HVT-0970,,,https://fortunoff.aviaryplatform.com/r/4m91834424
f-061f7cc4-768,,,,,061f7cc4,HVT-1270,,,https://fortunoff.aviaryplatform.com/r/057cr5n94q
f-061f7cc4-769,,,,,061f7cc4,HVT-3132,,,https://fortunoff.aviaryplatform.com/r/kk9474712v
f-061f7cc4-770,,,,,061f7cc4,HVT-2293,,,https://fortunoff.aviaryplatform.com/r/v40js9hj90
f-061f7cc4-771,,,,,061f7cc4,HVT-3131,,,https://fortunoff.aviaryplatform.com/r/ks6j09wb44
f-061f7cc4-772,,,,,061f7cc4,HVT-0260,,,https://fortunoff.aviaryplatform.com/r/0g3gx44r11
f-061f7cc4-773,,,,,061f7cc4,HVT-1091,,,https://fortunoff.aviaryplatform.com/r/sq8qb9vd3t
f-061f7cc4-774,,,,,061f7cc4,HVT-1855,,,https://fortunoff.aviaryplatform.com/r/fx73t9dc7j
f-061f7cc4-775,,,,,061f7cc4,HVT-1879,,,https://fortunoff.aviaryplatform.com/r/1v5bc3sv9d
f-d16e1535-776,,,,,d16e1535,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-d16e1535-777,,,,,d16e1535,HVT-0933,,,https://fortunoff.aviaryplatform.com/r/9z9086399s
f-d16e1535-778,,,,,d16e1535,HVT-1270,,,https://fortunoff.aviaryplatform.com/r/057cr5n94q
f-d16e1535-779,,,,,d16e1535,HVT-0072,,,https://fortunoff.aviaryplatform.com/r/7w6736m414
f-d16e1535-780,,,,,d16e1535,HVT-2148,,,https://fortunoff.aviaryplatform.com/r/0g3gx44r58
f-d16e1535-781,,,,,d16e1535,HVT-0618,,,https://fortunoff.aviaryplatform.com/r/kh0dv1cv38
f-d16e1535-782,,,,,d16e1535,HVT-1126,,,https://fortunoff.aviaryplatform.com/r/930ns0kz17
f-d16e1535-783,,,,,d16e1535,HVT-2741,,,https://fortunoff.aviaryplatform.com/r/639k35md5f
f-d16e1535-784,,,,,d16e1535,HVT-0002,,,https://fortunoff.aviaryplatform.com/r/nv9959cg41
f-d16e1535-785,,,,,d16e1535,HVT-0260,,,https://fortunoff.aviaryplatform.com/r/0g3gx44r11
f-d16e1535-786,,,,,d16e1535,HVT-0094,,,https://fortunoff.aviaryplatform.com/r/vd6nz80z8m
f-d16e1535-787,,,,,d16e1535,HVT-0641,,,https://fortunoff.aviaryplatform.com/r/x639z90q20
f-d16e1535-788,,,,,d16e1535,HVT-0065,,,https://fortunoff.aviaryplatform.com/r/jh3cz3299m
f-d16e1535-789,,,,,d16e1535,HVT-0050,,,https://fortunoff.aviaryplatform.com/r/5t3fx73x7c
f-d16e1535-790,,,,,d16e1535,HVT-0085,,,https://fortunoff.aviaryplatform.com/r/dj58c9r79x
f-d16e1535-791,,,,,d16e1535,HVT-3131,,,https://fortunoff.aviaryplatform.com/r/ks6j09wb44
f-d16e1535-792,,,,,d16e1535,HVT-1855,,,https://fortunoff.aviaryplatform.com/r/fx73t9dc7j
f-d16e1535-793,,,,,d16e1535,HVT-1533,,,https://fortunoff.aviaryplatform.com/r/rj48p5vk4t
f-d16e1535-794,,,,,d16e1535,HVT-2068,,,https://fortunoff.aviaryplatform.com/r/4x54f1mk81
f-d16e1535-795,,,,,d16e1535,HVT-0318,,,https://fortunoff.aviaryplatform.com/r/5m6251fn3p
f-b0a61f2b-796,,,,,b0a61f2b,HVT-0018,,,https://fortunoff.aviaryplatform.com/r/2z12n4zj1z
f-b0a61f2b-797,,,,,b0a61f2b,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-b0a61f2b-798,,,,,b0a61f2b,HVT-0220,,,https://fortunoff.aviaryplatform.com/r/ng4gm81v8b
f-b0a61f2b-799,,,,,b0a61f2b,HVT-0050,,,https://fortunoff.aviaryplatform.com/r/5t3fx73x7c
f-b0a61f2b-800,,,,,b0a61f2b,HVT-0107,,,https://fortunoff.aviaryplatform.com/r/c53dz03438
f-b0a61f2b-801,,,,,b0a61f2b,HVT-0173,,,https://fortunoff.aviaryplatform.com/r/k93125qj0h
f-b0a61f2b-802,,,,,b0a61f2b,HVT-0191,,,https://fortunoff.aviaryplatform.com/r/s17sn01b2n
f-b0a61f2b-803,,,,,b0a61f2b,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-b0a61f2b-804,,,,,b0a61f2b,HVT-0210,,,https://fortunoff.aviaryplatform.com/r/g44hm52p4m
f-b0a61f2b-805,,,,,b0a61f2b,HVT-0618,,,https://fortunoff.aviaryplatform.com/r/kh0dv1cv38
f-b0a61f2b-806,,,,,b0a61f2b,HVT-0628,,,https://fortunoff.aviaryplatform.com/r/9882j6879m
f-b0a61f2b-807,,,,,b0a61f2b,HVT-0641,,,https://fortunoff.aviaryplatform.com/r/x639z90q20
f-b0a61f2b-808,,,,,b0a61f2b,HVT-0897,,,https://fortunoff.aviaryplatform.com/r/hm52f7jz9m
f-b0a61f2b-809,,,,,b0a61f2b,HVT-0977,,,https://fortunoff.aviaryplatform.com/r/jq0sq8qn0r
f-b0a61f2b-810,,,,,b0a61f2b,HVT-1126,,,https://fortunoff.aviaryplatform.com/r/930ns0kz17
f-b0a61f2b-811,,,,,b0a61f2b,HVT-1154,,,https://fortunoff.aviaryplatform.com/r/jw86h4cx99
f-b0a61f2b-812,,,,,b0a61f2b,HVT-1315,,,https://fortunoff.aviaryplatform.com/r/r49g44j01k
f-b0a61f2b-813,,,,,b0a61f2b,HVT-1533,,,https://fortunoff.aviaryplatform.com/r/rj48p5vk4t
f-b0a61f2b-814,,,,,b0a61f2b,HVT-2045,,,https://fortunoff.aviaryplatform.com/r/222r49g57x
f-b0a61f2b-815,,,,,b0a61f2b,HVT-2148,,,https://fortunoff.aviaryplatform.com/r/0g3gx44r58
f-b0a61f2b-816,,,,,b0a61f2b,HVT-2741,,,https://fortunoff.aviaryplatform.com/r/639k35md5f
f-b0a61f2b-817,,,,,b0a61f2b,HVT-3132,,,https://fortunoff.aviaryplatform.com/r/kk9474712v
f-b0a61f2b-818,,,,,b0a61f2b,HVT-3620,,,https://fortunoff.aviaryplatform.com/r/348gf0mx05
f-ece8b7fc-819,,,,,ece8b7fc,HVT-0003,,,https://fortunoff.aviaryplatform.com/r/pn8x921p64
f-ece8b7fc-820,,,,,ece8b7fc,HVT-0001,,,https://fortunoff.aviaryplatform.com/r/dn3zs2kd29
f-ece8b7fc-821,,,,,ece8b7fc,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-ece8b7fc-822,,,,,ece8b7fc,HVT-0050,,,https://fortunoff.aviaryplatform.com/r/5t3fx73x7c
f-ece8b7fc-823,,,,,ece8b7fc,HVT-0071,,,https://fortunoff.aviaryplatform.com/r/4b2x34mn6j
f-ece8b7fc-824,,,,,ece8b7fc,HVT-0081,,,https://fortunoff.aviaryplatform.com/r/x05x63bd3g
f-ece8b7fc-825,,,,,ece8b7fc,HVT-0092,,,https://fortunoff.aviaryplatform.com/r/125q814n4m
f-ece8b7fc-826,,,,,ece8b7fc,HVT-0153,,,https://fortunoff.aviaryplatform.com/r/ft8df6k71d
f-ece8b7fc-827,,,,,ece8b7fc,HVT-0154,,,https://fortunoff.aviaryplatform.com/r/9z9086395j
f-ece8b7fc-828,,,,,ece8b7fc,HVT-0173,,,https://fortunoff.aviaryplatform.com/r/k93125qj0h
f-ece8b7fc-829,,,,,ece8b7fc,HVT-0191,,,https://fortunoff.aviaryplatform.com/r/s17sn01b2n
f-ece8b7fc-830,,,,,ece8b7fc,HVT-0623,,,https://fortunoff.aviaryplatform.com/r/pz51g0j49f
f-ece8b7fc-831,,,,,ece8b7fc,HVT-1315,,,https://fortunoff.aviaryplatform.com/r/r49g44j01k
f-ece8b7fc-832,,,,,ece8b7fc,HVT-0036,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j87
f-ece8b7fc-833,,,,,ece8b7fc,HVT-0065,,,https://fortunoff.aviaryplatform.com/r/jh3cz3299m
f-ece8b7fc-834,,,,,ece8b7fc,HVT-0099,,,https://fortunoff.aviaryplatform.com/r/xs5j960m47
f-ece8b7fc-835,,,,,ece8b7fc,HVT-0100,,,https://fortunoff.aviaryplatform.com/r/r20rr1pt39
f-ece8b7fc-836,,,,,ece8b7fc,HVT-0107,,,https://fortunoff.aviaryplatform.com/r/c53dz03438
f-ece8b7fc-837,,,,,ece8b7fc,HVT-0134,,,https://fortunoff.aviaryplatform.com/r/k06ww77307
f-ece8b7fc-838,,,,,ece8b7fc,HVT-0144,,,https://fortunoff.aviaryplatform.com/r/p55db7vx8b
f-ece8b7fc-839,,,,,ece8b7fc,HVT-0146,,,https://fortunoff.aviaryplatform.com/r/rn3028pq6v
f-ece8b7fc-840,,,,,ece8b7fc,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-ece8b7fc-841,,,,,ece8b7fc,HVT-0213,,,https://fortunoff.aviaryplatform.com/r/w37kp7v17j
f-ece8b7fc-842,,,,,ece8b7fc,HVT-0756,,,https://fortunoff.aviaryplatform.com/r/jq0sq8qm8z
f-ece8b7fc-843,,,,,ece8b7fc,HVT-0897,,,https://fortunoff.aviaryplatform.com/r/hm52f7jz9m
f-ece8b7fc-844,,,,,ece8b7fc,HVT-1126,,,https://fortunoff.aviaryplatform.com/r/930ns0kz17
f-ece8b7fc-845,,,,,ece8b7fc,HVT-1650,,,https://fortunoff.aviaryplatform.com/r/9s1kh0f11n
f-8e10333e-846,,,,,8e10333e,HVT-0003,,,https://fortunoff.aviaryplatform.com/r/pn8x921p64
f-8e10333e-847,,,,,8e10333e,HVT-1154,,,https://fortunoff.aviaryplatform.com/r/jw86h4cx99
f-8e10333e-848,,,,,8e10333e,HVT-0005,,,https://fortunoff.aviaryplatform.com/r/9g5gb1xj4t
f-8e10333e-849,,,,,8e10333e,HVT-0976,,,https://fortunoff.aviaryplatform.com/r/b27pn8xg1k
f-8e10333e-850,,,,,8e10333e,HVT-0035,,,https://fortunoff.aviaryplatform.com/r/4q7qn5z823
f-8e10333e-851,,,,,8e10333e,HVT-0036,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j87
f-8e10333e-852,,,,,8e10333e,HVT-0970,,,https://fortunoff.aviaryplatform.com/r/4m91834424
f-8e10333e-853,,,,,8e10333e,HVT-0065,,,https://fortunoff.aviaryplatform.com/r/jh3cz3299m
f-8e10333e-854,,,,,8e10333e,HVT-0072,,,https://fortunoff.aviaryplatform.com/r/7w6736m414
f-8e10333e-855,,,,,8e10333e,HVT-0099,,,https://fortunoff.aviaryplatform.com/r/xs5j960m47
f-8e10333e-856,,,,,8e10333e,HVT-0152,,,https://fortunoff.aviaryplatform.com/r/bc3st7dx0h
f-8e10333e-857,,,,,8e10333e,HVT-0158,,,https://fortunoff.aviaryplatform.com/r/dn3zs2kd3m
f-8e10333e-858,,,,,8e10333e,HVT-0977,,,https://fortunoff.aviaryplatform.com/r/jq0sq8qn0r
f-8e10333e-859,,,,,8e10333e,HVT-0173,,,https://fortunoff.aviaryplatform.com/r/k93125qj0h
f-8e10333e-860,,,,,8e10333e,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-8e10333e-861,,,,,8e10333e,HVT-0210,,,https://fortunoff.aviaryplatform.com/r/g44hm52p4m
f-8e10333e-862,,,,,8e10333e,HVT-0253,,,https://fortunoff.aviaryplatform.com/r/vq2s46hf2f
f-8e10333e-863,,,,,8e10333e,HVT-0285,,,https://fortunoff.aviaryplatform.com/r/5m6251fn12
f-8e10333e-864,,,,,8e10333e,HVT-0628,,,https://fortunoff.aviaryplatform.com/r/9882j6879m
f-8e10333e-865,,,,,8e10333e,HVT-0641,,,https://fortunoff.aviaryplatform.com/r/x639z90q20
f-8e10333e-866,,,,,8e10333e,HVT-1091,,,https://fortunoff.aviaryplatform.com/r/sq8qb9vd3t
f-8e10333e-867,,,,,8e10333e,HVT-0700,,,https://fortunoff.aviaryplatform.com/r/jm23b5wg65
f-8e10333e-868,,,,,8e10333e,HVT-0969,,,https://fortunoff.aviaryplatform.com/r/qj77s7j27h
f-8e10333e-869,,,,,8e10333e,HVT-0971,,,https://fortunoff.aviaryplatform.com/r/fn10p0wx48
f-8e10333e-870,,,,,8e10333e,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-8e10333e-871,,,,,8e10333e,HVT-1101,,,https://fortunoff.aviaryplatform.com/r/1g0ht2g84f
f-8e10333e-872,,,,,8e10333e,HVT-1125,,,https://fortunoff.aviaryplatform.com/r/n58cf9jf0w
f-8e10333e-873,,,,,8e10333e,HVT-1270,,,https://fortunoff.aviaryplatform.com/r/057cr5n94q
f-8e10333e-874,,,,,8e10333e,HVT-1637,,,https://fortunoff.aviaryplatform.com/r/348gf0mv83
f-c1fa5603-875,,,,,c1fa5603,HVT-0003,,,https://fortunoff.aviaryplatform.com/r/pn8x921p64
f-c1fa5603-876,,,,,c1fa5603,HVT-1154,,,https://fortunoff.aviaryplatform.com/r/jw86h4cx99
f-c1fa5603-877,,,,,c1fa5603,HVT-0005,,,https://fortunoff.aviaryplatform.com/r/9g5gb1xj4t
f-c1fa5603-878,,,,,c1fa5603,HVT-0976,,,https://fortunoff.aviaryplatform.com/r/b27pn8xg1k
f-c1fa5603-879,,,,,c1fa5603,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-c1fa5603-880,,,,,c1fa5603,HVT-0220,,,https://fortunoff.aviaryplatform.com/r/ng4gm81v8b
f-c1fa5603-881,,,,,c1fa5603,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-c1fa5603-882,,,,,c1fa5603,HVT-0046,,,https://fortunoff.aviaryplatform.com/r/n29p26q82z
f-c1fa5603-883,,,,,c1fa5603,HVT-0593,,,https://fortunoff.aviaryplatform.com/r/rb6vx0686p
f-c1fa5603-884,,,,,c1fa5603,HVT-0048,,,https://fortunoff.aviaryplatform.com/r/8k74t6f583
f-c1fa5603-885,,,,,c1fa5603,HVT-0050,,,https://fortunoff.aviaryplatform.com/r/5t3fx73x7c
f-c1fa5603-886,,,,,c1fa5603,HVT-0059,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j9j
f-c1fa5603-887,,,,,c1fa5603,HVT-0969,,,https://fortunoff.aviaryplatform.com/r/qj77s7j27h
f-c1fa5603-888,,,,,c1fa5603,HVT-0071,,,https://fortunoff.aviaryplatform.com/r/4b2x34mn6j
f-c1fa5603-889,,,,,c1fa5603,HVT-0072,,,https://fortunoff.aviaryplatform.com/r/7w6736m414
f-c1fa5603-890,,,,,c1fa5603,HVT-0085,,,https://fortunoff.aviaryplatform.com/r/dj58c9r79x
f-c1fa5603-891,,,,,c1fa5603,HVT-0092,,,https://fortunoff.aviaryplatform.com/r/125q814n4m
f-c1fa5603-892,,,,,c1fa5603,HVT-0115,,,https://fortunoff.aviaryplatform.com/r/mk6542jh2t
f-c1fa5603-893,,,,,c1fa5603,HVT-0152,,,https://fortunoff.aviaryplatform.com/r/bc3st7dx0h
f-c1fa5603-894,,,,,c1fa5603,HVT-0153,,,https://fortunoff.aviaryplatform.com/r/ft8df6k71d
f-c1fa5603-895,,,,,c1fa5603,HVT-0154,,,https://fortunoff.aviaryplatform.com/r/9z9086395j
f-c1fa5603-896,,,,,c1fa5603,HVT-0173,,,https://fortunoff.aviaryplatform.com/r/k93125qj0h
f-c1fa5603-897,,,,,c1fa5603,HVT-0191,,,https://fortunoff.aviaryplatform.com/r/s17sn01b2n
